probeset	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
YNR068C	6.585807e-01	7.649803e-01	8.301890e-01	9.943778e-01	1.253391e+00	1.840384e+00	2.136795e+00	1.132432e+00	6.165059e-01	6.818866e-01	7.421493e-01	6.736314e-01	
YNR069C	1.348269e-01	8.338512e-02	1.062592e-01	1.185139e-01	1.850535e-01	2.415544e-01	3.361048e-01	1.698846e-01	8.747874e-02	1.115963e-01	8.071320e-02	1.013229e-01	
YOL001W	1.014428e+00	1.976286e+00	1.594422e+00	1.506688e+00	1.472336e+00	1.407792e+00	1.017690e+00	6.728035e-01	1.352622e+00	9.607032e-01	1.151850e+00	1.119923e+00	
YOL005C	3.275141e+00	4.313995e+00	4.758907e+00	3.974666e+00	3.203025e+00	3.525882e+00	2.898721e+00	2.539147e+00	3.636841e+00	3.503654e+00	3.807678e+00	3.387091e+00	
YOL010W	2.920515e-01	3.865302e-01	4.160096e-01	6.290688e-01	5.473989e-01	1.013581e+00	1.032842e+00	4.849213e+00	2.969801e+00	1.183119e+00	1.305916e+00	1.442307e+00	
YOL011W	2.172817e+00	3.833765e+00	2.961124e+00	2.459482e+00	2.102744e+00	1.990454e+00	1.852245e+00	1.576588e+00	1.937409e+00	1.833566e+00	1.474569e+00	1.647302e+00	
YOL012C	6.173736e+00	5.911565e+00	5.384080e+00	4.358158e+00	3.163744e+00	2.958976e+00	2.590006e+00	2.524077e+00	3.364468e+00	4.636333e+00	7.115918e+00	7.261863e+00	
YOL013C	1.717367e+00	2.476210e+00	2.566716e+00	2.722905e+00	2.674384e+00	2.335913e+00	2.141184e+00	1.439452e+00	1.615087e+00	1.848991e+00	1.486124e+00	1.366114e+00	
YOL016C	3.868298e+00	3.904236e+00	3.802321e+00	3.133316e+00	3.122850e+00	2.914455e+00	2.933121e+00	2.064181e+00	2.569547e+00	2.929809e+00	2.479498e+00	2.412881e+00	
YOL017W	3.060637e-01	2.295603e-01	2.124441e-01	1.917217e-01	2.520348e-01	1.805515e-01	1.860687e-01	1.312496e-01	4.454943e-01	7.458275e-01	5.080658e-01	3.781890e-01	
YOL018C	1.037716e+00	1.379617e+00	1.473467e+00	1.320304e+00	1.320459e+00	1.258254e+00	1.121224e+00	7.596334e-01	6.815072e-01	9.877477e-01	9.981042e-01	1.112863e+00	
YOL020W	1.395255e+00	9.749070e-01	8.575739e-01	8.983573e-01	9.997355e-01	1.078833e+00	1.523579e+00	3.289722e+00	2.670322e+00	1.916836e+00	2.088138e+00	1.812825e+00	
YOL028C	4.278322e-01	4.345705e-01	3.249293e-01	2.595347e-01	2.334092e-01	2.372823e-01	3.635469e-01	7.897636e-01	8.262308e-01	5.314513e-01	5.135479e-01	5.294070e-01	
YOL030W	1.303511e+01	1.145541e+01	7.465895e+00	5.406530e+00	4.760496e+00	3.952498e+00	4.500881e+00	9.828711e+00	1.732351e+01	9.685605e+00	1.151951e+01	1.132684e+01	
YOL031C	1.276087e+00	1.027274e+00	9.034589e-01	7.030644e-01	6.174870e-01	5.616647e-01	6.201073e-01	1.007125e+00	1.679651e+00	1.529703e+00	1.443365e+00	1.482246e+00	
YOL033W	2.455892e+00	1.207630e+00	6.556709e-01	6.239675e-01	5.568278e-01	6.156685e-01	6.332383e-01	5.362918e-01	1.321558e+00	2.841338e+00	2.694221e+00	2.504984e+00	
YOL034W	4.881790e-01	5.131059e-01	6.128617e-01	6.585514e-01	5.981660e-01	7.015347e-01	5.843654e-01	5.086677e-01	6.915460e-01	7.814878e-01	7.881569e-01	7.153729e-01	
YOL038W	1.416108e+01	2.402719e+01	2.574664e+01	2.284950e+01	2.003781e+01	2.036798e+01	1.976553e+01	1.485829e+01	1.268358e+01	1.559562e+01	1.620384e+01	1.426651e+01	
YOL044W	2.291826e+00	3.353310e+00	3.061349e+00	3.467653e+00	3.431427e+00	3.328029e+00	2.958347e+00	2.233712e+00	1.391329e+00	1.319685e+00	1.265151e+00	1.691661e+00	
YOL052C	3.536041e+00	1.385428e+00	1.876147e+00	1.744869e+00	1.701181e+00	1.886097e+00	2.189289e+00	5.850597e+00	7.471206e+00	4.717545e+00	5.063411e+00	4.758676e+00	
YOL054W	1.174991e+00	1.117610e+00	1.432816e+00	1.561934e+00	1.670252e+00	1.606731e+00	1.947222e+00	2.000537e+00	1.591876e+00	1.336488e+00	1.268125e+00	1.219190e+00	
YOL055C	6.502804e+00	3.816376e+00	3.922248e+00	4.740298e+00	5.283113e+00	4.914660e+00	6.635797e+00	8.465892e+00	1.592455e+01	1.046259e+01	9.811976e+00	7.778128e+00	
YOL058W	2.084963e+01	2.468448e+01	2.798652e+01	2.340093e+01	2.817096e+01	2.908925e+01	3.505475e+01	2.784851e+01	2.519158e+01	1.492934e+01	1.776423e+01	1.823164e+01	
YOL059W	4.391357e-01	4.757795e-01	4.969004e-01	5.383101e-01	6.998517e-01	7.195811e-01	9.061312e-01	1.307713e+00	5.339160e-01	4.023422e-01	4.079076e-01	3.662967e-01	
YOL061W	3.968660e+00	3.801668e+00	4.880808e+00	4.598024e+00	4.415108e+00	4.752278e+00	4.795666e+00	7.953804e+00	9.025515e+00	5.297466e+00	4.651030e+00	5.503573e+00	
YOL062C	2.446496e+00	2.164896e+00	1.590728e+00	1.337211e+00	1.268493e+00	1.306790e+00	1.289199e+00	1.512220e+00	2.060175e+00	1.982972e+00	2.154643e+00	2.379725e+00	
YOL064C	4.168110e+00	3.582901e+00	4.273570e+00	4.111353e+00	4.230419e+00	4.813386e+00	5.053146e+00	7.790836e+00	6.601814e+00	5.640269e+00	6.533403e+00	6.122032e+00	
YOL065C	1.257155e+00	2.119404e+00	2.374873e+00	2.378613e+00	2.150472e+00	2.083753e+00	1.982765e+00	1.521925e+00	5.672880e-01	9.185125e-01	9.676205e-01	9.629863e-01	
YOL067C	3.882484e-01	6.431895e-01	7.788229e-01	5.881379e-01	5.361427e-01	5.295748e-01	6.686490e-01	5.932769e-01	4.671559e-01	4.460819e-01	3.860073e-01	3.212153e-01	
YOL069W	2.294761e-01	5.546371e-01	4.618192e-01	3.788772e-01	2.784537e-01	2.593923e-01	1.831691e-01	1.917415e-01	2.344735e-01	2.490770e-01	3.239543e-01	3.415221e-01	
YOL070C	1.213139e+00	1.866537e+00	1.751374e+00	1.461964e+00	1.238241e+00	1.185201e+00	1.107180e+00	1.155590e+00	1.109251e+00	8.327390e-01	9.444239e-01	1.041927e+00	
YOL073C	2.264383e+00	2.695641e+00	3.274889e+00	3.094503e+00	2.548928e+00	2.649730e+00	2.650247e+00	1.396897e+00	1.794431e+00	1.935426e+00	1.864901e+00	1.641220e+00	
YOL077C	1.332434e+00	1.206969e+00	1.908299e+00	2.535548e+00	2.339398e+00	2.951243e+00	3.491694e+00	1.264610e+01	1.076708e+01	3.416161e+00	3.589824e+00	4.143715e+00	
YOL081W	4.026517e+00	7.049829e+00	6.789526e+00	9.259462e+00	8.899014e+00	9.802293e+00	8.525572e+00	6.780530e+00	3.810680e+00	4.058564e+00	3.683051e+00	3.544774e+00	
YOL082W	5.981188e+00	9.669904e+00	8.236688e+00	7.984888e+00	8.399907e+00	7.503290e+00	8.005966e+00	6.153265e+00	3.965019e+00	5.248363e+00	5.024164e+00	4.177454e+00	
YOL083W	5.649490e+00	1.391693e+01	1.437268e+01	1.429374e+01	1.443826e+01	1.307815e+01	1.373102e+01	8.444951e+00	2.909986e+00	3.545241e+00	3.401547e+00	2.681797e+00	
YOL086C	7.183105e+01	5.363217e+01	3.037582e+01	2.441495e+01	2.550991e+01	2.173539e+01	2.448409e+01	3.565886e+01	4.980155e+01	5.073177e+01	6.260327e+01	5.501395e+01	
YOL087C	2.041874e+00	2.927986e+00	2.545857e+00	2.691355e+00	3.038035e+00	2.634932e+00	2.593454e+00	1.569853e+00	1.471780e+00	1.659866e+00	1.506043e+00	1.645612e+00	
YOL088C	3.816014e+00	7.039794e+00	5.053065e+00	4.172167e+00	3.767572e+00	3.287452e+00	3.217371e+00	2.419318e+00	2.600831e+00	2.307250e+00	2.724236e+00	2.595685e+00	
YOL090W	6.794444e-01	6.277629e-01	5.963481e-01	5.213504e-01	5.317661e-01	3.636877e-01	4.488437e-01	4.550334e-01	1.013736e+00	1.675995e+00	1.347913e+00	9.904372e-01	
YOL093W	6.594492e-01	7.480156e-01	8.482658e-01	9.870583e-01	1.044205e+00	9.652828e-01	1.211906e+00	2.826107e+00	2.069309e+00	1.534872e+00	1.226722e+00	1.005295e+00	
YOL094C	6.135335e-01	7.944439e-01	8.464726e-01	8.349627e-01	8.941158e-01	8.855653e-01	1.229628e+00	1.864256e+00	1.891468e+00	1.582514e+00	1.106564e+00	1.066756e+00	
YOL099C	4.478074e-01	7.001652e-01	6.770508e-01	6.739678e-01	6.610891e-01	6.492082e-01	5.434497e-01	4.076507e-01	4.042712e-01	3.431853e-01	3.398999e-01	2.805652e-01	
YOL100W	1.006258e+00	2.084250e+00	2.049546e+00	1.745621e+00	1.477465e+00	1.695611e+00	1.344982e+00	9.381929e-01	9.173512e-01	8.111674e-01	9.479485e-01	8.458702e-01	
YOL105C	1.517901e+00	1.919417e+00	1.839666e+00	1.515699e+00	1.252712e+00	1.333563e+00	1.124436e+00	8.078700e-01	9.772678e-01	8.774336e-01	9.155708e-01	8.944291e-01	
YOL108C	1.074391e+00	1.081432e+00	1.414444e+00	1.616209e+00	1.317368e+00	1.386080e+00	8.317920e-01	1.004646e+00	1.124403e+00	1.247512e+00	1.301779e+00	1.598844e+00	
YOL111C	6.125971e+00	1.019240e+01	9.696734e+00	8.610684e+00	8.093259e+00	8.390895e+00	8.844126e+00	6.042766e+00	5.817912e+00	4.601679e+00	4.837558e+00	4.842807e+00	
YOL113W	2.164653e+00	2.388744e+00	2.158314e+00	1.613035e+00	1.308527e+00	1.206257e+00	1.235097e+00	7.246721e-01	9.834892e-01	1.529053e+00	1.620418e+00	1.882548e+00	
YOL123W	5.155286e+00	2.062639e+01	1.129698e+01	6.598169e+00	5.499843e+00	4.018866e+00	3.157193e+00	1.369275e+00	6.728167e+00	4.088277e+00	4.378220e+00	4.746143e+00	
YOL124C	7.526843e-01	3.991964e-01	6.997245e-01	8.733229e-01	8.043001e-01	7.546111e-01	1.675041e+00	1.058735e+01	5.046794e+00	1.120294e+00	1.950055e+00	1.825593e+00	
YOL126C	1.892124e+01	2.613506e+01	2.539233e+01	2.372476e+01	2.241227e+01	2.034587e+01	2.316041e+01	1.349739e+01	5.390773e+00	6.068735e+00	7.357097e+00	6.725331e+00	
YOL127W	1.939053e+01	1.615335e+01	2.260774e+01	2.260728e+01	2.490820e+01	2.335194e+01	2.399037e+01	3.285125e+01	3.671515e+01	3.045185e+01	2.712134e+01	2.333999e+01	
YOL128C	7.921843e-01	5.127073e-01	3.086676e-01	4.948416e-01	5.588543e-01	5.445641e-01	6.229364e-01	1.737934e+00	1.765920e+00	1.071783e+00	9.440304e-01	1.162148e+00	
YOL129W	1.061127e+01	1.789923e+01	1.487016e+01	1.375737e+01	1.271565e+01	1.112793e+01	1.228844e+01	8.871552e+00	7.920726e+00	1.003481e+01	8.971034e+00	9.289089e+00	
YOL130W	1.310272e+00	1.590352e+00	1.807470e+00	1.911248e+00	1.829970e+00	1.889754e+00	1.928427e+00	3.579636e+00	3.301799e+00	1.517404e+00	1.471108e+00	1.630291e+00	
YOL131W	3.969050e-02	1.110000e-01	5.965222e-02	1.338630e-01	1.965032e-01	1.778126e-01	1.930630e-01	1.445663e-01	1.871311e-02	3.059183e-02	4.044082e-02	3.008216e-02	
YOL133W	1.900471e+00	3.449928e+00	2.839426e+00	3.486499e+00	3.130877e+00	3.421736e+00	2.871197e+00	2.951283e+00	2.198388e+00	1.841998e+00	1.689335e+00	1.980551e+00	
YOL135C	8.831643e-01	1.103287e+00	1.381100e+00	1.036432e+00	1.002664e+00	1.046118e+00	1.208980e+00	1.510205e+00	1.584383e+00	1.170372e+00	1.206655e+00	9.828207e-01	
YOL136C	1.411645e-01	1.471067e-01	2.187895e-01	1.567050e-01	1.863004e-01	2.216205e-01	4.377756e-01	2.612718e+00	1.484315e+00	3.513905e-01	3.569535e-01	3.010083e-01	
YOL140W	8.359177e-01	1.116993e+00	2.129634e+00	1.930992e+00	1.926980e+00	2.780953e+00	2.636435e+00	3.420399e+00	2.392645e+00	1.161608e+00	1.364654e+00	1.253103e+00	
YOL143C	4.338953e+00	7.832136e+00	5.379718e+00	6.184219e+00	6.069378e+00	5.396475e+00	4.452808e+00	5.025193e+00	2.641259e+00	4.035666e+00	3.786364e+00	3.465080e+00	
YOL144W	1.244854e-01	5.594742e-02	3.246611e-01	3.501412e-01	4.750932e-01	5.124413e-01	5.534755e-01	3.354841e+00	1.537369e+00	3.217519e-01	4.788351e-01	5.952975e-01	
YOL149W	1.172726e+00	1.511605e+00	1.702033e+00	1.750100e+00	1.470747e+00	1.476141e+00	1.203439e+00	1.591787e+00	1.669904e+00	1.897931e+00	1.952878e+00	1.744699e+00	
YOL150C	3.508145e-01	7.791387e-01	1.103918e+00	1.481104e+00	2.139181e+00	1.531394e+00	1.691683e+00	1.214641e+00	2.862559e-01	2.716864e-01	3.040625e-01	2.229268e-01	
YOL151W	2.526887e+00	5.778619e+00	9.010537e+00	1.202273e+01	1.429030e+01	1.395433e+01	1.566196e+01	1.109090e+01	3.465980e+00	2.399596e+00	2.455789e+00	2.534504e+00	
YOL154W	5.786551e+00	9.636903e+00	9.551082e+00	9.592561e+00	1.159860e+01	1.036337e+01	1.097841e+01	5.901160e+00	2.696241e+00	2.079907e+00	2.935674e+00	3.069591e+00	
YOR003W	2.294364e+00	2.858783e+00	2.490377e+00	2.099038e+00	1.637340e+00	1.822696e+00	1.774111e+00	1.408534e+00	1.005098e+00	1.103465e+00	1.036307e+00	1.186985e+00	
YOR004W	1.127910e+00	9.110058e-01	1.435742e+00	1.417490e+00	1.581613e+00	1.937342e+00	2.662011e+00	9.767208e+00	6.070819e+00	1.588067e+00	2.538891e+00	2.624473e+00	
YOR006C	3.881134e-01	3.733595e-01	4.270576e-01	4.483262e-01	4.867886e-01	4.234086e-01	5.652254e-01	1.495668e+00	8.495933e-01	3.566154e-01	4.362878e-01	4.381530e-01	
YOR007C	9.026781e+00	1.298339e+01	1.397134e+01	1.746924e+01	1.702811e+01	1.693296e+01	1.887237e+01	1.679290e+01	1.111062e+01	1.391334e+01	1.189805e+01	9.305255e+00	
YOR008C	2.820760e+00	4.366139e+00	3.998455e+00	3.696736e+00	3.690960e+00	3.196534e+00	3.398000e+00	3.426495e+00	3.352790e+00	2.476100e+00	2.271691e+00	2.160802e+00	
YOR010C	2.437906e+00	4.660540e+00	4.143956e+00	3.310585e+00	3.243153e+00	2.804732e+00	3.457600e+00	2.777675e+00	2.800137e+00	1.927495e+00	2.617004e+00	2.013441e+00	
YOR017W	2.693125e+00	1.711660e+00	1.845154e+00	1.713169e+00	1.547927e+00	1.465718e+00	1.739595e+00	1.731497e+00	3.320208e+00	2.976097e+00	3.000108e+00	2.587413e+00	
YOR018W	9.231329e-01	2.243121e+00	1.620020e+00	1.558635e+00	1.480316e+00	1.495693e+00	1.330634e+00	4.485075e-01	7.227124e-01	6.434148e-01	6.067480e-01	6.968501e-01	
YOR020C	2.323987e+01	2.402207e+01	1.725962e+01	1.999979e+01	1.784026e+01	1.852143e+01	1.470073e+01	1.255839e+01	1.668288e+01	2.571543e+01	2.500098e+01	2.535518e+01	
YOR025W	4.888336e-01	5.884652e-01	7.558799e-01	6.176222e-01	3.418225e-01	3.102982e-01	2.276657e-01	1.156189e-01	2.033623e-01	2.193455e-01	3.264010e-01	5.482922e-01	
YOR026W	9.124656e-01	2.059021e+00	1.584856e+00	1.277574e+00	8.429945e-01	9.329017e-01	6.523567e-01	5.266705e-01	9.890169e-01	1.348173e+00	1.349763e+00	1.210793e+00	
YOR027W	1.597907e+01	2.538815e+01	3.302721e+01	3.880902e+01	3.749748e+01	3.701655e+01	3.910018e+01	2.614078e+01	1.982236e+01	2.433932e+01	2.083880e+01	1.584951e+01	
YOR028C	7.280956e-01	1.828018e+00	2.330982e+00	2.874990e+00	2.653462e+00	2.553098e+00	2.126821e+00	9.689209e-01	6.355475e-01	7.004446e-01	5.407168e-01	3.640868e-01	
YOR032C	9.764348e-02	7.990427e-02	1.100985e-01	1.258192e-01	1.441879e-01	1.311932e-01	1.893060e-01	1.893973e-01	1.524033e-01	9.900261e-02	6.420183e-02	4.128519e-02	
YOR033C	7.048855e-01	7.033013e-01	5.074824e-01	4.274118e-01	3.900225e-01	3.706338e-01	4.599639e-01	6.599301e-01	1.157001e+00	1.178905e+00	1.039682e+00	9.358259e-01	
YOR034C	8.114681e-01	1.743556e+00	1.494749e+00	1.336617e+00	1.560742e+00	1.425710e+00	1.280303e+00	1.164254e+00	7.406241e-01	6.722396e-01	6.978355e-01	7.445085e-01	
YOR035C	1.954472e+00	1.836432e+00	2.437872e+00	2.571681e+00	2.475796e+00	2.471780e+00	2.269744e+00	1.673601e+00	1.073913e+00	1.539627e+00	1.416881e+00	1.530783e+00	
YOR036W	1.611477e+00	2.618457e+00	2.350713e+00	2.149082e+00	1.832008e+00	1.869144e+00	1.673441e+00	1.006023e+00	1.113459e+00	1.120781e+00	9.865486e-01	9.890626e-01	
YOR037W	1.554855e+00	1.427377e+00	1.131978e+00	1.109657e+00	9.448971e-01	9.085141e-01	8.356615e-01	8.827704e-01	1.814327e+00	1.748489e+00	1.522679e+00	1.536362e+00	
YOR038C	1.604506e+00	1.566107e+00	1.535233e+00	1.505877e+00	1.286277e+00	1.159151e+00	1.077308e+00	1.233089e+00	2.046029e+00	2.015720e+00	1.804163e+00	1.907235e+00	
YOR040W	4.226660e-01	6.558186e-01	5.697579e-01	7.376239e-01	8.431106e-01	7.220399e-01	9.963692e-01	8.063994e-01	3.876528e-01	2.960536e-01	3.232387e-01	2.675412e-01	
YOR042W	2.982655e+00	4.385785e+00	4.014621e+00	3.671476e+00	3.572057e+00	3.156459e+00	3.700415e+00	2.130100e+00	2.328151e+00	2.555746e+00	2.550659e+00	2.030838e+00	
YOR043W	2.049696e+00	2.508756e+00	3.341162e+00	3.299791e+00	3.254448e+00	2.913740e+00	3.611255e+00	4.339780e+00	3.561662e+00	2.917841e+00	2.983361e+00	2.571158e+00	
YOR045W	2.845300e+01	2.344538e+01	1.445077e+01	1.139054e+01	1.099481e+01	8.143643e+00	8.475866e+00	9.540311e+00	1.454688e+01	2.054622e+01	2.649951e+01	2.227380e+01	
YOR053W	6.782256e-01	8.360309e-01	9.167440e-01	1.100974e+00	1.096950e+00	8.947831e-01	7.703842e-01	4.897499e-01	5.072642e-01	5.039909e-01	3.984754e-01	3.922503e-01	
YOR054C	1.732580e+00	3.669410e+00	2.996786e+00	3.674595e+00	2.923652e+00	2.870968e+00	1.964255e+00	1.212457e+00	1.134411e+00	1.279788e+00	8.361320e-01	1.029504e+00	
YOR058C	1.028754e+00	1.414660e+00	1.499256e+00	1.269948e+00	7.005824e-01	5.367251e-01	3.745594e-01	3.952251e-01	5.734968e-01	5.133278e-01	5.870155e-01	9.144716e-01	
YOR062C	1.277392e+00	2.612150e+00	2.785944e+00	2.784633e+00	2.581476e+00	2.626528e+00	3.076930e+00	2.173646e+00	9.696693e-01	1.001546e+00	1.246386e+00	1.060272e+00	
YOR063W	1.327575e+01	9.561385e+00	1.273670e+01	1.294298e+01	1.235826e+01	1.367649e+01	1.470653e+01	2.135046e+01	3.058941e+01	2.111781e+01	2.114160e+01	1.753888e+01	
YOR064C	1.893580e+00	2.176579e+00	2.041390e+00	2.130490e+00	2.057200e+00	2.099534e+00	1.873087e+00	1.916324e+00	2.606343e+00	1.739892e+00	2.753220e+00	3.074514e+00	
YOR065W	1.938495e+01	2.514915e+01	2.217649e+01	1.601142e+01	1.291881e+01	1.136538e+01	1.157500e+01	7.566784e+00	1.647499e+01	1.528337e+01	1.906981e+01	1.742969e+01	
YOR066W	3.865671e-01	1.063378e+00	1.195648e+00	1.235077e+00	1.156121e+00	1.139305e+00	1.234084e+00	1.258734e+00	1.737805e+00	1.081612e+00	7.011149e-01	4.578990e-01	
YOR073W	2.786760e-01	5.617086e-01	5.880732e-01	5.006490e-01	4.175251e-01	4.376406e-01	3.323369e-01	4.541998e-01	2.381243e-01	5.277506e-01	7.783353e-01	6.285031e-01	
YOR076C	1.582535e+00	2.395455e+00	1.756437e+00	1.800892e+00	1.783829e+00	1.742180e+00	1.851626e+00	1.523209e+00	1.533288e+00	1.129084e+00	1.250293e+00	1.262648e+00	
YOR078W	6.267398e-01	9.697603e-01	1.266930e+00	1.242733e+00	1.293538e+00	1.358116e+00	1.799245e+00	4.223601e+00	2.391812e+00	9.600065e-01	1.315272e+00	1.165573e+00	
YOR079C	1.573272e+00	1.446134e+00	1.476453e+00	1.383489e+00	1.430532e+00	1.224278e+00	1.633281e+00	2.699293e+00	2.491631e+00	2.430043e+00	2.426312e+00	2.016106e+00	
YOR082C	3.814446e-01	4.059628e-01	5.343974e-01	4.412728e-01	4.403793e-01	3.118651e-01	4.554177e-01	3.507397e-01	4.463610e-01	3.480521e-01	3.846764e-01	2.953022e-01	
YOR084W	2.014037e+01	3.845918e+01	2.768881e+01	1.686775e+01	1.489253e+01	1.202917e+01	1.399548e+01	7.360441e+00	4.813683e+00	5.634115e+00	5.990658e+00	5.257051e+00	
YOR086C	3.372374e+00	4.165934e+00	5.499612e+00	5.119374e+00	4.320686e+00	3.812029e+00	4.337024e+00	2.981298e+00	1.883971e+00	2.584694e+00	2.141224e+00	2.213062e+00	
YOR096W	1.746383e+01	8.677822e+00	1.767949e+01	1.816742e+01	1.827058e+01	1.972467e+01	2.118062e+01	2.792360e+01	3.631849e+01	2.934606e+01	2.550704e+01	2.255446e+01	
YOR100C	2.406596e+01	1.910762e+01	1.210824e+01	8.874031e+00	7.519261e+00	6.415370e+00	6.814988e+00	3.969320e+00	2.411066e+00	4.786234e+00	7.305862e+00	6.686753e+00	
YOR101W	1.302763e+00	6.561662e-01	6.504427e-01	9.688822e-01	1.286985e+00	1.494153e+00	2.062682e+00	8.168451e+00	3.369632e+00	1.452369e+00	1.995284e+00	2.103250e+00	
YOR102W	1.699475e-01	2.398879e-01	2.860611e-01	2.600736e-01	2.304232e-01	1.938153e-01	1.555521e-01	1.647838e-01	1.444592e-01	2.213496e-01	1.306541e-01	1.355599e-01	
YOR103C	1.332455e+00	2.212821e+00	1.882149e+00	1.896655e+00	1.524070e+00	1.730062e+00	1.346656e+00	1.626562e+00	1.551439e+00	2.297137e+00	2.125770e+00	1.889425e+00	
YOR107W	6.799175e-01	1.409735e+00	1.442236e+00	1.420301e+00	1.196198e+00	1.105051e+00	1.306181e+00	2.389438e+00	1.108224e+00	4.849749e-01	5.749221e-01	5.837133e-01	
YOR110W	7.894260e-01	9.261849e-01	9.223689e-01	9.670763e-01	8.652995e-01	7.524636e-01	9.367326e-01	8.998648e-01	1.167417e+00	9.473369e-01	9.923445e-01	8.164000e-01	
YOR112W	1.584551e+00	1.532789e+00	1.559448e+00	1.285128e+00	1.362633e+00	1.198266e+00	1.341568e+00	1.436469e+00	2.124147e+00	1.917240e+00	1.841737e+00	1.679027e+00	
YOR115C	2.161916e+00	1.864646e+00	2.071167e+00	1.941810e+00	2.101457e+00	1.984603e+00	2.003119e+00	2.874906e+00	3.173061e+00	2.952449e+00	2.458955e+00	2.695846e+00	
YOR116C	2.120939e+00	1.397563e+00	2.138169e+00	1.667628e+00	2.143038e+00	1.992317e+00	2.397625e+00	4.412837e+00	6.040695e+00	2.483859e+00	2.418974e+00	2.707889e+00	
YOR119C	1.051245e+00	1.155595e+00	1.195527e+00	1.432437e+00	1.605904e+00	1.556234e+00	1.619935e+00	3.846248e+00	1.965839e+00	9.509119e-01	1.068591e+00	1.132734e+00	
YOR121C	3.215952e-01	4.883776e-01	3.322897e-01	3.862342e-01	5.213252e-01	3.469725e-01	2.773198e-01	2.213181e-01	1.488302e-01	3.016264e-01	1.235782e-01	1.865627e-01	
YOR125C	1.713308e+00	1.416286e+00	1.532674e+00	1.404613e+00	1.236362e+00	1.121601e+00	9.100632e-01	4.200100e-01	8.167416e-01	1.592212e+00	1.411919e+00	1.323408e+00	
YOR127W	1.027228e+00	6.977546e-01	9.479322e-01	9.713809e-01	7.923150e-01	8.886981e-01	8.799859e-01	1.029031e+00	1.974036e+00	1.756812e+00	1.330291e+00	1.261454e+00	
YOR128C	6.204819e+00	4.261811e+00	6.151883e+00	6.389528e+00	5.967903e+00	6.204701e+00	7.452732e+00	1.104697e+01	2.305860e+01	1.053023e+01	8.566842e+00	8.197212e+00	
YOR130C	1.565610e+00	1.334539e+00	1.411422e+00	1.270402e+00	1.130574e+00	1.324598e+00	1.848157e+00	1.710068e+00	1.755499e+00	1.746648e+00	1.812723e+00	1.623489e+00	
YOR134W	2.695886e-01	1.059674e+00	5.627483e-01	5.097164e-01	6.284207e-01	6.359496e-01	5.397102e-01	1.828388e-01	2.066927e-02	1.308170e-02	1.377340e-02	1.080673e-02	
YOR136W	3.286490e+01	1.242426e+01	8.802234e+00	8.410590e+00	8.239465e+00	8.404061e+00	8.885822e+00	6.759901e+00	2.877915e+01	3.070106e+01	3.150693e+01	2.701626e+01	
YOR140W	4.974963e-01	5.401990e-01	6.589515e-01	4.462105e-01	5.308240e-01	4.816152e-01	6.172369e-01	8.715973e-01	8.534888e-01	5.585537e-01	7.001973e-01	5.861688e-01	
YOR142W	2.492447e+01	3.958218e+01	3.168472e+01	2.683231e+01	2.391247e+01	1.942348e+01	1.942233e+01	1.416527e+01	1.517454e+01	1.528631e+01	1.864430e+01	1.675123e+01	
YOR144C	1.617823e+00	1.151713e+00	1.038182e+00	1.245983e+00	1.593446e+00	1.351240e+00	1.564437e+00	2.103581e+00	2.721842e+00	3.463163e+00	2.976718e+00	2.584641e+00	
YOR145C	2.903101e+00	3.276702e+00	4.781242e+00	4.765930e+00	5.929952e+00	5.237941e+00	7.561195e+00	1.656412e+01	1.132413e+01	4.408588e+00	5.617419e+00	4.929285e+00	
YOR150W	1.534633e+01	1.069910e+01	5.278498e+00	4.530921e+00	4.185541e+00	3.483906e+00	3.914263e+00	3.114502e+00	5.243771e+00	9.884209e+00	1.147816e+01	1.156188e+01	
YOR151C	7.056509e+00	5.803539e+00	7.922038e+00	7.745205e+00	7.208109e+00	6.751019e+00	7.225177e+00	9.589198e+00	1.046446e+01	8.249805e+00	7.640072e+00	6.918524e+00	
YOR153W	6.278514e+00	2.411887e+00	2.539614e+00	3.544675e+00	3.845370e+00	4.118142e+00	4.608466e+00	7.432550e+00	1.173070e+01	6.489162e+00	5.668218e+00	5.547196e+00	
YOR155C	1.751910e+00	2.910154e+00	2.189717e+00	2.613625e+00	2.545045e+00	2.276847e+00	1.904575e+00	1.366415e+00	1.400307e+00	1.753732e+00	1.184701e+00	1.388529e+00	
YOR157C	8.400925e+00	1.340038e+01	1.496924e+01	1.491585e+01	1.358107e+01	1.333675e+01	1.251714e+01	9.957722e+00	8.004245e+00	1.026175e+01	1.020216e+01	8.565210e+00	
YOR158W	2.829492e+00	1.854615e+00	1.400832e+00	1.156602e+00	8.334456e-01	9.537841e-01	7.275993e-01	4.395332e-01	1.594665e+00	2.471724e+00	2.390001e+00	2.255331e+00	
YOR161C	2.204313e+00	5.089364e+00	5.562409e+00	6.946210e+00	6.484078e+00	7.183977e+00	6.027251e+00	2.834684e+00	1.407184e+00	7.802963e-01	4.008596e-01	4.201880e-01	
YOR164C	1.490893e+00	2.729052e+00	2.769694e+00	3.289031e+00	2.251753e+00	2.790594e+00	2.383540e+00	2.219094e+00	1.524404e+00	1.743688e+00	1.968835e+00	1.833714e+00	
