probeset	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
YJR019C	2.752345e+01	3.449138e+01	2.126964e+01	1.401569e+01	1.242768e+01	1.215218e+01	1.360385e+01	9.231639e+00	3.661690e+00	3.432898e+00	4.486829e+00	6.734001e+00	
YJR020W	4.642661e-01	5.198159e-01	3.516294e-01	2.215085e-01	2.667794e-01	1.976794e-01	2.274676e-01	1.434366e-01	1.587884e-01	1.172840e-01	8.482760e-02	1.090763e-01	
YJR022W	1.219159e+00	1.713596e+00	1.096350e+00	1.196844e+00	1.651817e+00	1.528828e+00	1.203809e+00	1.048502e+00	1.076235e+00	1.406334e+00	8.760787e-01	1.119186e+00	
YJR025C	1.388251e+01	1.268397e+01	1.479139e+01	1.392375e+01	1.922288e+01	2.083637e+01	2.090832e+01	2.048957e+01	1.037420e+01	1.162678e+01	1.095377e+01	1.024959e+01	
YJR030C	1.050404e+00	5.230679e-01	3.752687e-01	2.894473e-01	3.867005e-01	3.406018e-01	2.901061e-01	2.507351e-01	1.525136e+00	2.307920e+00	1.466511e+00	1.159899e+00	
YJR033C	1.627115e+00	2.086316e+00	2.047287e+00	1.884550e+00	2.178203e+00	1.711022e+00	1.490126e+00	1.117068e+00	1.103861e+00	1.127796e+00	9.569443e-01	1.105799e+00	
YJR042W	3.437045e+00	2.722128e+00	3.584037e+00	2.820277e+00	2.941387e+00	2.489385e+00	2.321837e+00	3.426119e+00	4.638457e+00	2.624247e+00	3.421183e+00	3.056209e+00	
YJR044C	1.439101e+01	1.677983e+01	1.893764e+01	1.581187e+01	1.649317e+01	1.333865e+01	1.471165e+01	1.024912e+01	6.134374e+00	7.108356e+00	7.733078e+00	6.946142e+00	
YJR048W	4.079146e+01	3.330495e+01	2.452264e+01	1.499223e+01	9.413143e+00	6.757792e+00	6.445790e+00	6.146613e+00	2.633152e+01	2.444438e+01	3.270807e+01	3.158189e+01	
YJR049C	1.176790e+00	1.495965e+00	1.747434e+00	1.817350e+00	1.772959e+00	1.583460e+00	1.537004e+00	1.444090e+00	1.386973e+00	9.606174e-01	9.534173e-01	1.010926e+00	
YJR050W	9.088008e-01	1.025436e+00	1.332835e+00	1.296435e+00	1.388620e+00	1.465788e+00	1.386907e+00	1.583182e+00	1.711722e+00	1.161723e+00	1.054400e+00	1.007487e+00	
YJR052W	2.137091e+00	2.845294e+00	2.920356e+00	2.936158e+00	3.147948e+00	3.142896e+00	3.399426e+00	3.891368e+00	3.114991e+00	2.312107e+00	1.886304e+00	2.238393e+00	
YJR054W	7.316864e-01	6.315664e-01	5.970818e-01	5.944055e-01	4.899128e-01	5.428675e-01	4.773580e-01	1.366238e+00	6.739358e-01	9.683562e-01	8.345470e-01	1.093693e+00	
YJR055W	1.934867e-01	1.673153e-01	1.802703e-01	2.364494e-01	2.858053e-01	3.448298e-01	3.264802e-01	5.485599e-01	3.124813e-01	1.406870e-01	1.770572e-01	1.682009e-01	
YJR059W	5.152607e+00	5.563276e+00	4.295471e+00	4.252767e+00	4.300089e+00	4.388077e+00	3.741264e+00	1.976191e+00	3.149863e+00	3.267577e+00	2.315505e+00	2.642008e+00	
YJR061W	9.270867e-01	1.479581e+00	1.143310e+00	1.622922e+00	1.524284e+00	1.713888e+00	1.380518e+00	1.171111e+00	4.198423e-01	6.546771e-01	4.488987e-01	6.357211e-01	
YJR065C	8.220440e+00	1.062703e+01	8.891009e+00	7.540738e+00	7.376803e+00	6.602524e+00	6.391070e+00	4.507653e+00	5.690968e+00	5.992771e+00	5.268727e+00	5.386054e+00	
YJR067C	1.080733e+00	8.964018e-01	8.836092e-01	1.060102e+00	1.478809e+00	1.359978e+00	1.161432e+00	2.007103e+00	2.136855e+00	1.552689e+00	1.157200e+00	1.541258e+00	
YJR069C	2.333277e+00	1.386461e+00	1.230017e+00	1.243778e+00	1.170251e+00	1.047128e+00	1.329401e+00	2.763278e+00	3.603460e+00	2.018796e+00	2.061823e+00	2.824095e+00	
YJR070C	2.946374e+00	1.351067e+00	2.449690e+00	2.853244e+00	2.958814e+00	3.041451e+00	4.976728e+00	1.603971e+01	1.568604e+01	3.338050e+00	3.873110e+00	4.927849e+00	
YJR072C	1.717458e+00	1.865319e+00	1.940777e+00	2.309977e+00	2.454918e+00	2.311995e+00	2.628669e+00	4.570739e+00	4.360308e+00	2.204663e+00	2.226026e+00	2.157124e+00	
YJR073C	2.746192e+01	1.984857e+01	2.369797e+01	1.876888e+01	1.953366e+01	1.698369e+01	1.385933e+01	1.245503e+01	4.764772e+00	8.331958e+00	1.959298e+01	2.108626e+01	
YJR074W	3.186264e+00	2.212593e+00	2.711450e+00	2.502048e+00	2.842722e+00	2.817064e+00	2.483069e+00	2.571727e+00	1.507006e+00	2.026009e+00	3.446183e+00	3.060403e+00	
YJR076C	4.586190e+00	3.876325e+00	3.348923e+00	2.557545e+00	2.298295e+00	1.931304e+00	2.470474e+00	2.905555e+00	3.086954e+00	3.241563e+00	5.567409e+00	4.783964e+00	
YJR077C	5.562006e+01	4.081019e+01	3.150774e+01	2.361919e+01	2.134388e+01	1.623145e+01	1.947677e+01	2.719215e+01	4.237486e+01	3.771259e+01	4.563237e+01	4.134134e+01	
YJR079W	2.975330e+00	1.910161e+00	2.351173e+00	2.696202e+00	3.211676e+00	2.678615e+00	3.181864e+00	4.104879e+00	6.031513e+00	3.401730e+00	3.111877e+00	2.928271e+00	
YJR082C	9.442230e-01	1.009000e+00	1.225425e+00	1.364791e+00	1.571118e+00	1.495010e+00	1.422500e+00	1.480338e+00	1.204139e+00	8.767892e-01	9.270712e-01	9.433289e-01	
YJR083C	6.793719e-01	9.000110e-01	9.293522e-01	8.433284e-01	8.671331e-01	7.425430e-01	8.217640e-01	6.111164e-01	4.518699e-01	5.419651e-01	5.399161e-01	5.817517e-01	
YJR086W	1.487705e-01	2.330396e-01	2.866507e-01	2.786214e-01	3.097788e-01	3.545952e-01	2.360737e-01	2.191890e-01	2.281887e-01	1.610944e-01	1.318092e-01	1.380034e-01	
YJR092W	4.549503e+00	3.187080e+00	2.646702e+00	1.763419e+00	1.522300e+00	4.616691e-01	2.213504e-01	3.526449e-01	5.989078e-01	8.502035e-01	1.629899e+00	2.583686e+00	
YJR094C	2.222585e+00	7.320980e+00	6.580970e+00	6.987948e+00	6.600199e+00	5.675811e+00	4.470299e+00	2.232575e+00	8.371563e-01	7.813635e-01	5.995595e-01	5.338487e-01	
YJR095W	1.915921e+01	1.968098e+01	1.353741e+01	1.110253e+01	9.577830e+00	9.902740e+00	6.955021e+00	6.377152e+00	3.351170e+00	6.182855e+00	7.741606e+00	8.605317e+00	
YJR098C	1.057585e+00	1.009483e+00	7.397044e-01	6.766348e-01	6.115679e-01	5.301639e-01	3.879384e-01	3.506607e-01	4.870128e-01	4.504062e-01	3.679501e-01	5.404211e-01	
YJR099W	1.264948e+00	1.468139e+00	1.099883e+00	9.366032e-01	1.111715e+00	7.720599e-01	6.512469e-01	5.958904e-01	4.004713e-01	4.926635e-01	4.032550e-01	5.355121e-01	
YJR100C	3.946530e+00	2.585116e+00	1.846066e+00	1.825328e+00	2.365853e+00	2.001798e+00	1.837189e+00	2.048890e+00	3.213800e+00	3.409927e+00	2.816516e+00	3.318149e+00	
YJR101W	4.489411e+00	1.641507e+00	7.796502e-01	5.600583e-01	6.744390e-01	5.834601e-01	4.223102e-01	7.924893e-01	2.408154e+00	3.182682e+00	2.594381e+00	3.811375e+00	
YJR103W	5.467885e+00	9.041352e+00	6.515850e+00	6.032124e+00	5.548632e+00	4.234177e+00	4.206735e+00	2.920367e+00	4.680623e+00	2.904207e+00	3.191130e+00	3.773739e+00	
YJR104C	3.986290e+01	4.732187e+01	4.233712e+01	4.832981e+01	4.247521e+01	3.803527e+01	3.886297e+01	2.666674e+01	3.549555e+01	2.169050e+01	2.738990e+01	2.853067e+01	
YJR105W	2.559113e+01	1.047070e+01	1.348953e+01	1.400485e+01	1.229984e+01	1.097584e+01	1.252512e+01	2.041489e+01	3.368403e+01	1.611319e+01	2.186978e+01	2.232341e+01	
YJR108W	1.403692e-01	1.888392e-01	2.650443e-01	1.274690e-01	1.902913e-01	1.607076e-01	1.072406e-01	9.387948e-02	1.292089e-01	6.920229e-02	1.009057e-01	5.620433e-02	
YJR109C	7.243331e+00	7.419948e+00	1.246346e+01	9.798576e+00	1.439772e+01	1.510770e+01	1.505180e+01	1.101053e+01	6.418004e+00	5.374687e+00	8.445713e+00	7.849243e+00	
YJR112W	1.509415e+00	1.471193e+00	2.099587e+00	1.630819e+00	2.303169e+00	1.598463e+00	2.405062e+00	3.019265e+00	7.563626e-01	1.203503e+00	2.198489e+00	1.796485e+00	
YJR113C	1.803251e+01	1.173702e+01	7.694952e+00	6.066452e+00	6.019560e+00	4.968081e+00	6.321420e+00	5.029101e+00	1.000907e+01	1.148946e+01	1.328156e+01	1.162854e+01	
YJR115W	1.722444e+00	1.531700e+00	1.212642e+00	1.397761e+00	1.613909e+00	1.869511e+00	2.167896e+00	1.167387e+00	2.519634e+00	1.047107e+00	7.137698e-01	5.673135e-01	
YJR117W	4.547904e+00	6.248071e+00	6.651822e+00	7.596585e+00	7.993149e+00	7.926052e+00	7.055411e+00	4.058335e+00	5.489587e+00	4.806617e+00	4.036740e+00	3.987809e+00	
YJR121W	2.547635e+01	2.363045e+01	2.061774e+01	1.792599e+01	1.352666e+01	1.407001e+01	1.207200e+01	1.208377e+01	1.761362e+01	1.832502e+01	1.911682e+01	2.098408e+01	
YJR122W	4.266232e+00	2.855277e+00	1.754053e+00	1.393870e+00	1.404219e+00	1.532618e+00	1.198203e+00	6.852782e-01	1.430820e+00	2.541225e+00	2.853304e+00	3.284044e+00	
YJR124C	3.316814e-01	2.386665e-01	2.414694e-01	2.121206e-01	3.454670e-01	3.541402e-01	5.090632e-01	1.450308e+00	1.565082e+00	8.227074e-01	7.650871e-01	6.965140e-01	
YJR126C	2.852426e+00	4.969029e+00	3.686128e+00	4.771137e+00	5.514399e+00	5.172182e+00	4.335394e+00	2.995752e+00	1.996181e+00	2.462219e+00	1.934447e+00	2.344613e+00	
YJR133W	2.639941e+01	1.238002e+01	9.884146e+00	7.785706e+00	7.820451e+00	6.512122e+00	6.737373e+00	7.174164e+00	9.678946e+00	1.058075e+01	1.423790e+01	1.762099e+01	
YJR136C	5.661080e-01	8.382411e-01	7.500909e-01	8.199444e-01	8.942940e-01	8.966439e-01	6.672615e-01	4.570667e-01	6.264032e-01	3.629176e-01	3.596587e-01	5.682382e-01	
YJR143C	5.857213e+00	1.948066e+00	2.090626e+00	1.878061e+00	1.992062e+00	1.736398e+00	2.243213e+00	4.359356e+00	6.550524e+00	7.640528e+00	7.905121e+00	7.000943e+00	
YJR148W	1.884197e+01	3.645429e+01	2.728754e+01	1.848316e+01	1.391493e+01	1.145501e+01	1.055839e+01	9.074528e+00	8.059671e+00	7.586588e+00	8.486941e+00	8.731960e+00	
YJR152W	8.136651e+00	2.262708e+00	1.743279e+00	1.448685e+00	1.678243e+00	1.680158e+00	1.973170e+00	3.672310e+00	2.085833e+01	5.164845e+00	2.742052e+00	4.819268e+00	
YJR154W	1.171014e+00	6.479154e-01	1.068427e+00	1.048973e+00	9.418917e-01	1.334571e+00	1.315214e+00	1.898172e+00	3.058110e+00	2.419505e+00	1.761236e+00	1.739637e+00	
YJR158W	1.175672e+00	5.280332e-01	4.321022e-01	4.612564e-01	4.283334e-01	4.176152e-01	4.666808e-01	2.603951e-01	1.781352e+00	1.662673e+00	1.553462e+00	1.598171e+00	
YJR161C	4.745538e+00	5.081865e+00	4.111612e+00	5.057274e+00	6.719431e+00	5.993991e+00	5.645888e+00	3.084525e+00	3.521351e+00	4.722356e+00	4.086347e+00	3.131793e+00	
YKL001C	1.184569e+01	3.147040e+00	5.389950e+00	5.006989e+00	5.053346e+00	5.108085e+00	4.130189e+00	1.601018e+01	2.340709e+01	1.440798e+01	1.870019e+01	1.571489e+01	
YKL003C	1.077130e+01	7.519214e+00	4.354506e+00	4.853560e+00	4.757533e+00	4.440284e+00	3.231404e+00	3.291228e+00	7.497285e+00	9.574592e+00	9.993137e+00	1.021857e+01	
YKL006C-A	2.879253e+00	3.491181e+00	3.451061e+00	3.416154e+00	3.876876e+00	3.847574e+00	2.568776e+00	3.486355e+00	1.974015e+00	2.676484e+00	2.287549e+00	2.506348e+00	
YKL009W	1.176934e+00	9.187032e-01	1.593014e+00	1.611979e+00	2.263061e+00	2.555417e+00	3.339675e+00	1.442459e+01	7.907947e+00	2.282347e+00	3.311164e+00	3.509950e+00	
YKL015W	1.648572e+00	3.264455e+00	3.253916e+00	2.404101e+00	2.660576e+00	3.072960e+00	3.210764e+00	2.204123e+00	1.427867e+00	1.108981e+00	1.316459e+00	1.472364e+00	
YKL016C	1.140749e+01	1.325485e+01	1.252505e+01	1.009857e+01	8.534111e+00	8.263350e+00	7.829343e+00	6.485437e+00	8.327007e+00	8.537061e+00	1.079354e+01	1.191382e+01	
YKL019W	2.844158e+00	2.505105e+00	2.098880e+00	1.980059e+00	2.164056e+00	2.059506e+00	2.310104e+00	2.517697e+00	2.863203e+00	2.477830e+00	2.147871e+00	2.332449e+00	
YKL020C	3.450319e+00	5.202829e+00	5.003749e+00	4.741928e+00	4.964624e+00	4.305045e+00	4.915305e+00	3.349576e+00	3.154622e+00	2.751225e+00	2.869473e+00	3.159019e+00	
YKL023W	2.590033e+00	2.142911e+00	3.035944e+00	1.904908e+00	2.183093e+00	2.318580e+00	3.335254e+00	1.559218e+00	1.205757e+00	1.198581e+00	1.056499e+00	1.062251e+00	
YKL024C	8.217143e+00	4.648768e+00	3.726871e+00	2.979929e+00	3.655551e+00	3.222891e+00	5.285258e+00	1.444419e+01	1.972214e+01	7.628678e+00	6.941573e+00	6.009322e+00	
YKL029C	2.230714e+00	1.801189e+00	1.912617e+00	1.394809e+00	1.826517e+00	1.853976e+00	3.658391e+00	2.449884e+01	1.548301e+01	2.401005e+00	3.139381e+00	3.101726e+00	
YKL035W	1.408252e+01	1.771076e+01	1.110655e+01	1.201655e+01	1.280144e+01	1.124430e+01	8.987865e+00	5.262974e+00	8.103726e+00	8.628053e+00	7.375083e+00	8.122392e+00	
YKL042W	5.867350e-01	5.257542e-01	4.588196e-01	3.420313e-01	3.845523e-01	3.511390e-01	3.424762e-01	4.624332e-01	4.409733e-01	7.641759e-01	8.053615e-01	6.367887e-01	
YKL045W	2.089706e+00	1.067113e+00	1.010643e+00	7.181261e-01	8.861577e-01	8.093060e-01	9.700353e-01	1.000796e+00	1.978755e+00	3.737394e+00	2.452676e+00	1.805236e+00	
YKL050C	2.601555e-01	4.020841e-01	3.957314e-01	5.478091e-01	6.222224e-01	7.075075e-01	8.196128e-01	4.899714e-01	1.878185e-01	1.628222e-01	1.476911e-01	1.805104e-01	
YKL052C	1.956897e+00	2.474615e+00	2.583083e+00	2.093578e+00	1.913179e+00	1.746953e+00	2.060619e+00	1.873221e+00	1.350808e+00	1.424544e+00	1.527519e+00	1.605054e+00	
YKL054C	6.679688e+00	7.907508e+00	7.512293e+00	6.643070e+00	6.530207e+00	6.062838e+00	6.657385e+00	7.226209e+00	1.110017e+01	7.556277e+00	7.779283e+00	6.675125e+00	
YKL056C	3.770447e+01	1.825780e+01	1.940784e+01	2.279420e+01	3.198836e+01	2.791723e+01	3.049307e+01	4.691903e+01	5.594060e+01	3.502095e+01	3.984203e+01	3.634657e+01	
YKL057C	2.732548e+00	3.723378e+00	3.974183e+00	2.938727e+00	3.310498e+00	2.529400e+00	2.284662e+00	2.293805e+00	1.774633e+00	2.051353e+00	3.070174e+00	2.770500e+00	
YKL058W	4.669472e+00	5.901943e+00	5.372368e+00	4.725833e+00	5.339109e+00	4.421551e+00	3.358707e+00	3.212739e+00	4.497627e+00	4.390172e+00	5.467685e+00	4.887799e+00	
YKL064W	5.458931e+00	5.710583e+00	5.024514e+00	5.615787e+00	6.594587e+00	4.891689e+00	4.441648e+00	3.817510e+00	4.518334e+00	3.797293e+00	3.101807e+00	3.692059e+00	
YKL065C	1.166319e+01	1.575236e+01	1.234541e+01	1.501469e+01	1.740817e+01	1.308215e+01	1.150873e+01	8.286265e+00	6.636694e+00	7.259304e+00	7.270855e+00	7.927470e+00	
YKL067W	3.067396e+01	2.500660e+01	1.910278e+01	1.865707e+01	1.683218e+01	1.370709e+01	1.260387e+01	8.676424e+00	1.609534e+01	2.171830e+01	2.479285e+01	2.170364e+01	
YKL068W	1.990692e+00	1.254269e+00	1.703387e+00	1.575781e+00	1.705765e+00	1.731025e+00	1.842555e+00	4.282126e+00	2.160351e+00	1.571129e+00	2.101931e+00	2.280734e+00	
YKL069W	6.951799e+00	5.389851e+00	6.457513e+00	6.257157e+00	8.208332e+00	7.655107e+00	7.322416e+00	7.939231e+00	3.747732e+00	4.522671e+00	7.728910e+00	6.963126e+00	
YKL073W	1.133851e+00	9.554548e-01	7.360495e-01	9.263403e-01	1.168441e+00	1.043534e+00	8.864441e-01	1.312511e+00	1.130018e+00	1.565895e+00	1.259132e+00	1.264762e+00	
YKL078W	4.594877e-01	1.952696e-01	4.450274e-01	4.141289e-01	5.772588e-01	5.800946e-01	8.883026e-01	3.554524e+00	1.933925e+00	3.699205e-01	6.767970e-01	8.128172e-01	
YKL079W	2.266989e+00	2.448855e+00	2.642899e+00	2.253024e+00	2.416117e+00	2.330940e+00	2.261060e+00	3.395470e+00	3.310537e+00	2.325329e+00	1.960034e+00	2.407121e+00	
YKL081W	5.086047e+00	3.577701e+00	4.064575e+00	3.595611e+00	3.335122e+00	3.136249e+00	3.674411e+00	9.204257e+00	1.591986e+01	9.261281e+00	7.779731e+00	7.614123e+00	
YKL085W	4.653708e+01	3.947895e+01	3.590007e+01	2.514603e+01	2.587693e+01	2.245079e+01	2.089144e+01	1.535659e+01	3.369226e+01	3.524362e+01	4.360057e+01	3.547950e+01	
YKL087C	9.152837e+00	5.264781e+00	3.051055e+00	2.040983e+00	2.030304e+00	2.010016e+00	1.490999e+00	1.354961e+00	5.064215e+00	5.729456e+00	7.870541e+00	6.544401e+00	
YKL092C	1.359483e+00	1.223131e+00	8.538031e-01	1.004701e+00	1.009548e+00	6.788752e-01	5.379824e-01	6.353237e-01	1.054219e+00	1.057606e+00	1.148037e+00	1.084039e+00	
YKL093W	5.901233e+00	8.000506e+00	7.811041e+00	9.296485e+00	9.368319e+00	8.356129e+00	7.949698e+00	5.866059e+00	4.922092e+00	3.939799e+00	3.345945e+00	2.808219e+00	
YKL095W	1.694503e-01	1.303736e-01	1.663932e-01	1.746283e-01	2.105232e-01	1.966842e-01	1.813033e-01	3.862382e-01	2.469756e-01	1.683050e-01	1.418971e-01	1.205290e-01	
YKL101W	3.589786e-01	2.606454e-01	1.551024e-01	1.181535e-01	1.165410e-01	1.115839e-01	1.410954e-01	9.336175e-02	2.013150e-01	5.622457e-01	5.437568e-01	4.540561e-01	
YKL103C	1.319325e+01	1.514610e+01	1.555045e+01	1.479241e+01	1.453171e+01	1.562168e+01	1.699670e+01	1.077666e+01	8.119576e+00	9.772501e+00	7.767159e+00	7.896912e+00	
YKL107W	5.211615e-01	1.901422e+00	2.228263e+00	3.600008e+00	4.566051e+00	4.382604e+00	4.785044e+00	2.452438e+00	4.623041e-01	5.225964e-01	3.218474e-01	2.952775e-01	
YKL108W	1.999404e-01	1.859189e-01	1.452290e-01	1.705954e-01	1.427491e-01	1.480815e-01	1.564427e-01	1.503320e-01	3.073136e-01	3.691928e-01	2.611485e-01	2.055492e-01	
YKL109W	1.715680e+01	1.161833e+01	9.320176e+00	6.168780e+00	5.906590e+00	5.020496e+00	5.736828e+00	4.937864e+00	1.308631e+01	1.302738e+01	1.601818e+01	1.445381e+01	
YKL113C	1.983256e+00	1.294489e+00	1.446946e+00	1.023944e+00	1.262400e+00	1.154759e+00	1.313447e+00	1.447864e+00	2.565308e+00	3.395279e+00	3.268513e+00	2.355797e+00	
YKL117W	1.972818e+01	2.848057e+01	2.168721e+01	2.516954e+01	2.319132e+01	2.248251e+01	1.768995e+01	1.846311e+01	1.386999e+01	1.539985e+01	1.421148e+01	1.418781e+01	
YKL119C	3.021849e+00	2.452298e+00	1.646174e+00	1.947115e+00	2.428137e+00	1.681975e+00	1.527795e+00	1.585405e+00	1.656926e+00	1.980798e+00	1.831367e+00	2.310450e+00	
YKL120W	3.960884e+00	2.227173e+00	2.219744e+00	2.331193e+00	2.517989e+00	2.393676e+00	3.641502e+00	2.404955e+01	1.871808e+01	9.149322e+00	8.580391e+00	6.919882e+00	
YKL124W	1.415990e+00	2.248182e+00	1.811746e+00	1.463604e+00	1.641407e+00	1.640897e+00	1.502100e+00	9.183478e-01	1.026007e+00	8.380234e-01	7.396571e-01	8.494216e-01	
YKL127W	2.873230e+00	1.980153e+00	1.210772e+00	1.276857e+00	1.456724e+00	1.337356e+00	1.445045e+00	9.844858e-01	3.090368e-01	1.269979e+00	1.786053e+00	1.944951e+00	
YKL133C	1.076099e+00	1.528606e+00	1.316266e+00	1.433998e+00	1.464700e+00	1.370092e+00	1.369538e+00	7.445946e-01	9.594097e-01	8.177701e-01	5.877105e-01	6.461072e-01	
YKL134C	1.569335e+00	8.888959e-01	8.750307e-01	8.900869e-01	8.498923e-01	7.947913e-01	7.291294e-01	6.363637e-01	1.215253e+00	1.601095e+00	1.514561e+00	1.928887e+00	
YKL137W	1.028245e+01	6.276202e+00	3.172338e+00	2.005621e+00	2.311328e+00	1.470019e+00	1.301933e+00	1.563917e+00	3.500882e+00	6.769946e+00	8.220231e+00	7.013408e+00	
YKL140W	1.788392e+00	2.285894e+00	2.374959e+00	1.996221e+00	2.230887e+00	1.954586e+00	1.829316e+00	1.287823e+00	1.364387e+00	1.392774e+00	1.487407e+00	1.226521e+00	
YKL141W	4.789161e+01	4.669936e+01	4.112129e+01	2.988626e+01	2.813358e+01	2.390206e+01	1.763945e+01	1.679894e+01	2.885473e+01	3.136757e+01	3.696878e+01	3.222959e+01	
YKL142W	1.157293e+01	1.832213e+01	1.783943e+01	1.361407e+01	1.794332e+01	1.350668e+01	1.049486e+01	6.896159e+00	8.183330e+00	7.360184e+00	8.068690e+00	6.325800e+00	
YKL145W	1.322101e+01	1.645339e+01	1.481661e+01	1.702873e+01	1.728934e+01	1.568164e+01	1.273094e+01	1.287656e+01	1.173078e+01	1.152524e+01	1.116691e+01	1.119538e+01	
YKL148C	1.891582e+01	1.847781e+01	1.200713e+01	1.091940e+01	1.036011e+01	7.733686e+00	7.203194e+00	5.193711e+00	1.531500e+01	1.397299e+01	1.553376e+01	1.624821e+01	
YKL150W	1.564728e+01	1.995946e+01	1.306714e+01	1.463066e+01	1.379207e+01	1.372936e+01	1.100263e+01	9.368468e+00	7.268207e+00	8.976845e+00	1.002976e+01	1.008186e+01	
YKL152C	5.316738e+01	4.363756e+01	3.259415e+01	3.911791e+01	5.665809e+01	4.998000e+01	5.193668e+01	5.400271e+01	3.462130e+01	3.700891e+01	4.593105e+01	3.982276e+01	
YKL153W	1.050265e+00	9.813141e-01	7.482180e-01	6.652916e-01	9.994652e-01	6.386014e-01	6.592063e-01	7.764303e-01	4.936773e-01	7.267749e-01	5.093129e-01	5.060917e-01	
YKL154W	7.987058e-01	1.019164e+00	9.097338e-01	9.291274e-01	1.047511e+00	1.264579e+00	1.202955e+00	2.572389e+00	1.187911e+00	1.412469e+00	1.586384e+00	1.532901e+00	
YKL155C	8.851411e-01	5.927014e-01	3.249046e-01	3.997871e-01	4.727513e-01	4.920487e-01	5.230460e-01	8.013761e-01	6.394844e-01	1.236087e+00	1.034887e+00	1.148030e+00	
YKL163W	6.339873e-01	1.697307e+00	1.788278e+00	2.113037e+00	2.896562e+00	3.915172e+00	5.050721e+00	4.048613e+00	1.624274e+00	6.193166e-01	5.468196e-01	4.829489e-01	
YKL165C	3.848995e+00	2.064095e+00	2.010419e+00	1.717146e+00	1.866328e+00	1.598576e+00	1.608509e+00	1.853579e+00	3.536153e+00	5.608449e+00	5.088690e+00	4.358075e+00	
YKL166C	4.331809e-01	3.341195e-01	3.466569e-01	2.951656e-01	4.251377e-01	3.643154e-01	4.516549e-01	1.090322e+00	1.229951e+00	6.343813e-01	8.938284e-01	7.321228e-01	
YKL167C	9.366550e+00	5.926067e+00	5.069869e+00	4.056608e+00	4.257314e+00	3.621469e+00	3.663742e+00	3.588095e+00	7.661883e+00	8.594515e+00	9.984148e+00	8.374044e+00	
YKL168C	1.187131e+00	1.237735e+00	1.580960e+00	1.369252e+00	1.457089e+00	1.283985e+00	1.302260e+00	8.145729e-01	6.561778e-01	8.527936e-01	9.926148e-01	8.095925e-01	
YKL171W	3.438113e+00	5.336315e+00	4.776169e+00	3.772538e+00	3.552809e+00	3.411504e+00	2.477904e+00	1.773769e+00	2.192968e+00	1.756047e+00	2.386919e+00	2.179856e+00	
YKL178C	5.982742e-01	3.641991e-01	2.813581e-01	4.298001e-01	5.746017e-01	5.102634e-01	5.642244e-01	5.029423e-01	1.051556e+00	6.448947e-01	4.326954e-01	4.119477e-01	
YKL181W	9.931513e+00	6.541192e+00	8.497135e+00	6.587500e+00	8.827975e+00	8.569212e+00	9.474572e+00	2.037799e+01	1.890815e+01	1.058568e+01	9.676187e+00	9.919289e+00	
YKL182W	1.538580e+01	2.156359e+01	2.275199e+01	1.999765e+01	2.035778e+01	2.241399e+01	2.274416e+01	2.095815e+01	9.799542e+00	1.555808e+01	1.677185e+01	1.519123e+01	
YKL185W	2.158564e+00	1.921380e+01	1.735329e+01	1.255064e+01	1.199303e+01	8.664837e+00	6.273863e+00	3.211638e+00	2.594275e+00	2.537843e+00	2.035902e+00	1.343889e+00	
YKL189W	3.064102e+00	4.814680e+00	3.929456e+00	3.018786e+00	2.187454e+00	2.271391e+00	1.973974e+00	1.247922e+00	1.783713e+00	1.489748e+00	1.244220e+00	1.488811e+00	
YKL191W	2.004923e+00	1.217864e+00	1.660217e+00	1.970880e+00	2.414501e+00	2.747132e+00	3.400089e+00	6.405866e+00	6.090380e+00	2.120575e+00	2.453775e+00	2.761893e+00	
YKL192C	1.842300e+01	1.231201e+01	8.917110e+00	7.549821e+00	6.956779e+00	6.131148e+00	6.883067e+00	6.209909e+00	1.075064e+01	1.325614e+01	1.411583e+01	1.420394e+01	
YKL193C	2.935534e+00	4.287688e+00	4.707836e+00	4.039244e+00	3.605614e+00	3.449673e+00	3.230420e+00	2.056054e+00	1.451887e+00	1.910955e+00	1.939884e+00	1.800120e+00	
YKL195W	1.329308e+01	1.030398e+01	6.580456e+00	4.934723e+00	5.108571e+00	4.262403e+00	3.954848e+00	2.481414e+00	6.187156e+00	9.598022e+00	1.100202e+01	1.044841e+01	
YKL196C	9.694552e+00	1.268944e+01	1.135922e+01	1.076969e+01	1.189204e+01	1.028199e+01	8.952317e+00	9.101684e+00	8.968905e+00	9.478170e+00	9.148490e+00	9.290483e+00	
YKL197C	1.988993e+00	1.860717e+00	1.934959e+00	1.908744e+00	2.190645e+00	1.812141e+00	2.327860e+00	1.779686e+00	8.909006e-01	9.738150e-01	1.119870e+00	9.936809e-01	
YKL201C	7.241007e+00	9.347017e+00	9.314311e+00	8.225720e+00	8.089176e+00	8.653512e+00	8.768775e+00	1.139606e+01	7.401330e+00	4.947539e+00	4.267921e+00	6.016760e+00	
YKL203C	2.966529e+00	2.978883e+00	3.189801e+00	2.995751e+00	3.623809e+00	2.910678e+00	3.012878e+00	2.549899e+00	2.504145e+00	2.333152e+00	2.827388e+00	2.757030e+00	
YKL205W	5.870808e-01	5.617895e-01	8.762221e-01	5.624935e-01	7.792097e-01	9.833788e-01	7.210680e-01	1.200620e+00	2.122675e+00	1.097940e+00	1.300803e+00	1.233550e+00	
